lvl3_pcode;lvl3_name;lvl2_pcode;lvl2_name;lvl1_pcode;lvl1_name;week;year;OPD_CONSULT;OPD_CONSULT_c;OPD_M_CASES;OPD_M_CASES_c;IPD_DISCH;IPD_DISCH_c;IPD_M_DISCH;IPD_M_DISCH_c;IPD_M_DEATH;IPD_M_DEATH_c;MOH_CONSULT;MOH_CONSULT_c;MOH_M_CASES;MOH_M_CASES_c
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;22;2019;12;172;2;2;4;4;0;0;5;8;11;11;4;4
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;23;2019;6;178;5;5;5;5;2;2;3;3;13;13;6;6
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;24;2019;8;186;5;5;4;4;1;3;1;1;5;5;6;6
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;25;2019;6;192;10;10;0;0;5;5;2;2;3;3;4;4
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;26;2019;8;200;0;0;2;2;4;4;4;4;13;13;2;2
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;27;2018;2;202;9;9;2;2;4;4;3;7;0;13;7;7
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;28;2018;2;204;9;9;2;2;2;6;5;12;0;0;2;2
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;29;2018;3;207;4;4;3;3;5;5;5;5;12;12;8;10
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;30;2018;2;209;6;6;4;4;3;3;0;0;2;2;3;3
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;31;2018;8;217;10;10;2;6;4;4;4;4;0;0;5;5
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;32;2018;15;232;9;9;0;0;2;2;2;2;0;0;7;7
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;33;2018;10;242;10;10;1;1;5;5;0;0;14;14;1;1
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;34;2018;8;250;8;8;1;1;2;2;3;3;13;13;9;9
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;35;2018;0;250;9;9;3;3;3;3;4;4;7;7;9;9
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;36;2018;12;262;10;10;1;1;0;0;4;4;1;1;10;19
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;37;2018;4;266;3;3;5;5;3;3;1;1;13;13;8;8
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;38;2018;6;272;9;9;5;5;1;1;0;1;2;2;5;5
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;39;2018;0;272;8;8;1;1;1;1;5;5;0;2;7;7
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;40;2018;5;277;4;4;0;0;5;5;1;1;5;5;5;5
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;41;2018;1;278;6;6;5;5;5;5;1;1;0;5;9;14
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;42;2018;8;286;2;2;4;4;2;2;3;3;4;4;6;6
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;43;2018;15;301;9;9;2;2;2;2;2;2;10;14;8;8
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;44;2018;6;307;6;6;2;2;2;2;3;5;5;19;4;4
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;45;2018;5;312;3;3;3;3;3;3;2;2;1;1;2;2
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;46;2018;10;322;10;10;4;4;3;3;5;5;8;9;8;8
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;47;2018;0;322;7;7;4;4;3;3;5;10;0;9;2;10
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;48;2018;0;322;9;9;1;1;3;3;1;1;6;15;6;6
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;49;2018;7;329;8;8;5;5;1;1;5;5;14;14;6;6
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;50;2018;11;340;1;1;5;10;1;1;5;10;12;26;3;9
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;51;2018;15;355;2;2;2;2;3;3;1;1;9;9;7;7
ner003001;maradi;ner002070;Mayahi;ner002155;Aire du CSI Chake;52;2018;0;355;5;5;5;7;2;2;3;3;11;11;9;9
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;1;2019;8;8;3;3;2;2;2;2;1;1;4;15;7;7
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;2;2019;1;9;2;2;1;1;0;0;1;1;10;10;8;15
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;3;2019;12;21;6;6;0;0;4;4;0;0;0;0;5;5
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;4;2019;4;25;6;6;5;5;5;9;3;3;2;2;9;9
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;5;2019;11;36;8;8;2;2;1;1;0;0;14;14;3;3
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;6;2019;1;37;9;9;0;0;4;4;1;1;15;15;8;8
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;7;2019;6;43;2;2;1;1;2;2;4;4;10;10;10;10
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;8;2019;4;47;1;1;0;0;0;0;3;3;13;13;2;2
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;9;2019;0;47;7;7;5;5;4;4;2;2;8;8;2;2
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;10;2019;14;61;9;9;2;2;5;5;0;0;13;13;8;8
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;11;2019;1;62;6;6;0;0;5;5;5;5;3;16;2;2
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;12;2019;11;73;4;4;2;2;5;5;5;5;13;29;1;3
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;13;2019;13;86;9;9;1;1;0;0;1;1;14;14;4;4
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;14;2019;5;91;1;1;2;2;4;4;4;4;6;6;2;2
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;15;2019;15;106;0;0;2;2;1;1;1;5;6;6;4;4
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;16;2019;12;118;7;7;2;2;0;0;3;8;1;1;10;10
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;17;2019;5;123;2;2;3;3;1;1;3;3;5;5;9;19
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;18;2019;5;128;4;4;4;4;2;2;2;2;10;10;9;9
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;19;2019;8;136;10;10;2;2;2;2;5;5;15;25;7;7
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;20;2019;14;150;6;6;5;5;2;2;0;0;13;38;1;1
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;21;2019;1;151;10;10;4;4;4;4;1;1;0;0;7;7
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;22;2019;14;165;4;4;4;4;3;3;4;5;15;15;8;8
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;23;2019;1;166;0;0;1;1;4;4;2;2;8;8;3;3
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;24;2019;3;169;5;5;4;5;2;2;0;0;2;2;1;1
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;25;2019;3;172;4;4;5;5;3;3;1;1;15;15;8;8
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;26;2019;11;183;4;4;5;5;4;7;0;1;13;13;2;2
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;27;2018;6;189;0;0;0;0;1;1;0;0;15;15;10;12
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;28;2018;8;197;4;4;2;2;4;4;2;2;8;8;8;8
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;29;2018;2;199;3;3;4;4;5;5;2;2;2;2;5;13
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;30;2018;13;212;5;5;5;5;0;0;1;1;5;5;9;9
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;31;2018;10;222;2;2;2;2;2;2;4;4;8;8;3;3
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;32;2018;9;231;2;2;1;1;3;5;2;2;7;7;7;7
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;33;2018;12;243;8;8;1;1;3;3;3;5;9;16;6;6
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;34;2018;10;253;0;0;0;0;4;4;2;2;2;2;3;3
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;35;2018;9;262;10;10;5;5;2;2;5;5;6;6;10;10
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;36;2018;9;271;5;5;4;4;0;0;4;4;15;15;4;4
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;37;2018;12;283;6;6;0;0;0;0;4;4;14;29;5;9
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;38;2018;3;286;2;2;1;1;0;0;5;5;12;41;10;10
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;39;2018;6;292;5;5;0;0;5;5;1;1;14;14;7;7
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;40;2018;3;295;1;1;3;3;4;4;1;1;15;15;3;10
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;41;2018;14;309;6;6;2;2;2;2;3;3;10;10;7;7
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;42;2018;11;320;8;8;2;2;1;1;4;7;13;13;4;4
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;43;2018;8;328;9;9;5;5;4;4;2;2;15;15;5;5
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;44;2018;10;338;0;0;4;4;2;2;1;1;7;7;1;1
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;45;2018;1;339;3;3;0;0;3;3;4;4;12;12;4;4
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;46;2018;2;341;8;8;4;4;1;1;4;4;8;8;1;5
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;47;2018;14;355;7;7;5;5;4;4;5;5;15;15;9;9
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;48;2018;4;359;7;7;2;2;4;8;5;5;13;28;6;15
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;49;2018;13;372;2;2;1;1;3;3;5;5;7;7;10;25
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;50;2018;8;380;9;9;0;0;0;0;1;1;12;12;3;3
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;51;2018;5;385;1;1;1;1;0;0;1;1;15;27;5;8
ner003001;maradi;ner002070;Mayahi;ner002156;Aire du CSI Attantane;52;2018;4;389;3;3;2;3;0;0;3;3;8;35;9;9
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;1;2019;3;3;1;1;2;2;4;4;3;6;5;5;0;9
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;2;2019;7;10;1;1;1;1;0;4;3;3;1;1;4;13
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;3;2019;1;11;3;3;1;1;0;0;0;3;7;8;10;10
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;4;2019;13;24;6;6;0;0;5;5;4;4;7;7;6;6
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;5;2019;11;35;0;0;4;4;4;4;0;0;3;3;6;6
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;6;2019;5;40;6;6;4;8;1;1;2;2;5;5;10;10
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;7;2019;7;47;8;8;2;2;1;1;1;1;4;9;3;3
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;8;2019;2;49;4;4;2;2;3;3;4;5;4;4;4;4
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;9;2019;10;59;9;9;3;3;3;3;0;0;2;6;7;7
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;10;2019;1;60;0;0;2;2;1;1;1;1;5;5;5;5
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;11;2019;1;61;7;7;4;4;1;1;0;0;4;9;4;4
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;12;2019;15;76;2;2;1;1;2;2;0;0;7;7;0;4
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;13;2019;7;83;3;3;1;1;4;4;5;5;7;7;6;6
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;14;2019;2;85;8;8;3;3;2;2;4;4;3;3;10;10
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;15;2019;11;96;2;2;5;5;1;1;3;3;7;7;2;2
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;16;2019;2;98;9;9;5;5;1;1;5;8;13;20;8;8
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;17;2019;8;106;0;0;2;2;1;1;4;4;15;35;9;9
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;18;2019;9;115;2;2;1;3;5;5;3;3;4;4;6;6
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;19;2019;13;128;9;9;2;2;0;0;4;4;8;8;3;3
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;20;2019;14;142;9;9;4;4;0;0;5;5;13;21;5;5
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;21;2019;0;142;7;7;1;1;2;2;0;0;10;10;7;7
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;22;2019;4;146;2;2;1;1;5;5;2;2;3;3;4;4
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;23;2019;15;161;8;8;2;2;3;3;0;0;1;1;8;8
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;24;2019;11;172;0;0;4;4;1;1;0;0;13;13;5;13
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;25;2019;10;182;3;3;4;4;5;5;2;2;12;12;5;5
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;26;2019;5;187;6;6;2;6;4;4;2;2;15;15;10;15
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;27;2018;15;202;3;3;3;3;2;2;0;0;5;5;1;1
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;28;2018;10;212;3;3;5;5;3;5;1;1;7;7;1;1
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;29;2018;3;215;3;3;3;3;1;6;1;1;1;1;1;2
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;30;2018;6;221;5;5;0;0;2;2;0;0;0;0;5;5
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;31;2018;4;225;1;1;1;1;3;3;5;5;2;2;9;9
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;32;2018;3;228;3;3;3;3;1;1;2;2;4;4;10;10
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;33;2018;0;228;8;8;2;2;5;5;2;2;15;15;8;18
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;34;2018;2;230;3;3;2;2;0;0;5;7;12;12;6;6
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;35;2018;4;234;10;10;5;5;1;1;0;0;8;8;9;9
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;36;2018;13;247;0;0;1;1;3;3;1;1;11;11;2;2
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;37;2018;2;249;1;1;1;1;2;2;3;4;4;4;5;5
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;38;2018;7;256;5;5;2;2;1;1;5;5;7;7;10;10
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;39;2018;8;264;6;6;5;5;1;1;4;4;6;13;0;0
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;40;2018;11;275;8;8;1;1;1;1;1;1;5;18;4;4
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;41;2018;8;283;8;8;4;4;4;5;5;5;15;15;6;6
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;42;2018;2;285;8;8;5;9;4;9;3;3;14;29;2;2
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;43;2018;6;291;9;9;4;4;3;3;0;0;1;1;3;3
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;44;2018;5;296;4;4;4;4;1;1;3;3;2;2;4;4
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;45;2018;6;302;1;1;3;3;3;3;0;0;9;9;3;3
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;46;2018;8;310;2;2;0;0;0;0;3;3;14;14;8;8
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;47;2018;15;325;10;10;2;2;4;4;5;5;14;14;8;8
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;48;2018;1;326;3;3;0;0;4;4;0;0;3;17;1;1
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;49;2018;13;339;6;6;1;1;0;0;2;2;0;0;8;8
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;50;2018;1;340;5;5;1;1;0;0;2;4;14;14;7;15
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;51;2018;1;341;5;5;4;4;0;0;5;5;7;21;7;7
ner003001;maradi;ner002070;Mayahi;ner002157;Aire du CSI Guidan Amoumoune;52;2018;4;345;5;5;4;8;4;4;3;8;3;3;9;9
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;1;2019;0;0;8;8;4;4;4;4;2;10;10;13;6;6
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;2;2019;4;4;2;2;4;4;5;5;3;13;11;11;1;1
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;3;2019;2;6;0;0;4;4;4;4;3;16;11;11;7;8
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;4;2019;1;7;5;5;1;1;4;4;4;4;15;26;8;8
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;5;2019;8;15;8;8;5;5;4;4;4;4;9;35;0;8
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;6;2019;9;24;0;0;3;3;5;5;3;3;4;4;7;7
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;7;2019;2;26;4;4;5;5;0;0;0;0;9;9;5;5
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;8;2019;3;29;3;3;3;3;0;0;5;5;11;20;6;6
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;9;2019;9;38;2;2;2;2;3;3;1;1;2;2;9;9
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;10;2019;13;51;9;9;0;0;5;5;1;1;15;15;8;17
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;11;2019;14;65;3;3;1;1;3;3;2;2;11;11;1;1
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;12;2019;13;78;8;8;4;4;2;2;5;5;11;11;6;6
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;13;2019;2;80;9;9;4;4;3;3;3;8;1;1;7;7
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;14;2019;4;84;7;7;4;4;2;2;5;13;0;0;1;1
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;15;2019;6;90;6;6;1;1;4;4;5;5;8;8;9;10
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;16;2019;3;93;2;2;4;4;3;3;3;3;6;6;10;10
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;17;2019;3;96;2;2;4;4;2;5;1;4;8;8;2;2
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;18;2019;14;110;9;9;4;4;2;2;5;9;6;14;7;7
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;19;2019;2;112;5;5;3;3;3;3;2;2;9;9;5;5
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;20;2019;1;113;5;5;5;5;1;4;4;4;1;1;3;3
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;21;2019;1;114;4;4;1;1;3;3;2;2;10;10;2;2
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;22;2019;1;115;2;2;1;1;0;0;3;5;11;11;2;2
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;23;2019;9;124;2;2;0;0;5;5;0;0;2;2;8;8
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;24;2019;1;125;9;9;5;5;3;3;3;3;13;13;0;0
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;25;2019;6;131;7;7;4;4;3;3;5;5;4;17;1;1
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;26;2019;9;140;2;2;0;0;4;4;0;0;15;15;9;9
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;27;2018;6;146;4;4;0;0;2;2;2;2;2;2;3;3
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;28;2018;2;148;5;5;1;1;0;0;1;1;15;15;8;8
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;29;2018;8;156;0;0;1;1;5;5;1;2;11;11;0;8
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;30;2018;8;164;0;0;5;5;2;7;5;5;5;5;9;9
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;31;2018;10;174;7;7;1;1;3;3;2;2;7;7;7;7
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;32;2018;2;176;9;9;0;0;1;1;2;2;0;0;6;13
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;33;2018;1;177;1;1;2;2;3;3;4;4;4;4;6;6
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;34;2018;6;183;7;7;2;2;1;1;4;8;10;10;1;7
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;35;2018;7;190;10;10;4;4;5;5;4;4;8;8;4;11
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;36;2018;1;191;10;10;4;4;4;9;5;9;11;11;2;2
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;37;2018;1;192;7;7;1;1;5;5;5;5;0;0;0;2
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;38;2018;0;192;0;0;0;0;3;3;2;2;10;10;4;4
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;39;2018;10;202;0;0;5;5;1;4;5;5;0;0;5;5
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;40;2018;0;202;8;8;0;0;1;1;3;3;14;14;8;8
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;41;2018;9;211;7;7;2;2;0;0;1;1;8;8;2;2
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;42;2018;13;224;1;1;2;2;4;4;4;5;13;13;0;0
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;43;2018;1;225;6;6;0;0;2;2;0;0;13;13;10;10
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;44;2018;2;227;6;6;1;1;3;5;1;1;11;11;0;0
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;45;2018;8;235;0;0;5;5;0;0;1;1;9;9;7;7
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;46;2018;11;246;9;9;4;9;4;4;4;4;6;6;4;4
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;47;2018;14;260;4;4;5;5;2;2;1;1;0;0;1;1
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;48;2018;0;260;3;3;0;0;5;5;4;4;0;0;5;5
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;49;2018;9;269;10;10;2;2;1;1;2;2;2;2;4;4
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;50;2018;10;279;8;8;3;5;0;0;3;3;8;8;6;6
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;51;2018;4;283;3;3;3;3;0;0;3;6;4;12;2;8
ner003001;maradi;ner002070;Mayahi;ner002158;Aire du CSI Guidan Wari;52;2018;10;293;10;10;2;5;1;1;3;3;4;4;1;9
ner003001;maradi;ner002070;Mayahi;ner002159;Aire du CSI Amani Arewa;1;2019;14;14;6;6;4;4;4;4;2;2;7;7;10;10
ner003001;maradi;ner002070;Mayahi;ner002159;Aire du CSI Amani Arewa;2;2019;8;22;5;5;0;4;0;0;4;4;13;13;10;10
ner003001;maradi;ner002070;Mayahi;ner002159;Aire du CSI Amani Arewa;3;2019;3;25;10;10;1;5;4;4;3;3;0;0;2;2
